city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Lindsborg,Lindsborg,KS,Kansas,20113,McPherson,38.5774,-97.6738,3773,794.6,shape,FALSE,TRUE,America/Chicago,3,67456,1840001658
Golf Manor,Golf Manor,OH,Ohio,39061,Hamilton,39.1878,-84.4469,3771,2509,shape,FALSE,TRUE,America/New_York,2,45237,1840003820
Walthourville,Walthourville,GA,Georgia,13179,Liberty,31.7716,-81.6216,3770,378.7,shape,FALSE,TRUE,America/New_York,3,31301 31313 31333,1840015840
Lely,Lely,FL,Florida,12021,Collier,26.1032,-81.7297,3770,1060.9,shape,FALSE,FALSE,America/New_York,3,34113,1840029052
New Lebanon,New Lebanon,OH,Ohio,39113,Montgomery,39.744,-84.3943,3768,711.4,shape,FALSE,TRUE,America/New_York,3,45345,1840012491
Thompsonville,Thompsonville,PA,Pennsylvania,42125,Washington,40.2802,-80.1205,3767,703,shape,FALSE,FALSE,America/New_York,3,15317,1840005436
Hardin,Hardin,MT,Montana,30003,Big Horn,45.7422,-107.6082,3766,489,shape,FALSE,TRUE,America/Denver,3,59034,1840019912
Hazel Green,Hazel Green,AL,Alabama,01089,Madison,34.9236,-86.5671,3765,144.9,shape,FALSE,FALSE,America/Chicago,3,35761 35750,1840013545
Grand Bay,Grand Bay,AL,Alabama,01097,Mobile,30.4717,-88.345,3765,167.6,shape,FALSE,FALSE,America/Chicago,3,36541,1840013894
Plainwell,Plainwell,MI,Michigan,26005,Allegan,42.4457,-85.6435,3764,700.3,shape,FALSE,TRUE,America/Detroit,3,49080,1840003112
Eldorado,Eldorado,IL,Illinois,17165,Saline,37.8114,-88.4415,3762,580.2,shape,FALSE,TRUE,America/Chicago,3,62930,1840008708
Idyllwild-Pine Cove,Idyllwild-Pine Cove,CA,California,06065,Riverside,33.7443,-116.7258,3762,105.8,shape,FALSE,TRUE,America/Los_Angeles,4,92549,1840074173
Cedarville,Cedarville,OH,Ohio,39057,Greene,39.7471,-83.8109,3759,1107.8,shape,FALSE,TRUE,America/New_York,3,45314,1840010597
Lincoln,Lincoln,ID,Idaho,16019,Bonneville,43.5183,-111.9692,3759,1010.2,shape,FALSE,FALSE,America/Boise,3,83401,1840024022
White House Station,White House Station,NJ,New Jersey,34019,Hunterdon,40.6216,-74.7737,3758,576,shape,FALSE,TRUE,America/New_York,3,08833 08889,1840033442
Point Baker,Point Baker,FL,Florida,12113,Santa Rosa,30.6855,-87.0522,3757,219.3,shape,FALSE,FALSE,America/Chicago,3,32570,1840025118
Sloan,Sloan,NY,New York,36029,Erie,42.8921,-78.7918,3757,1859.8,shape,FALSE,TRUE,America/New_York,3,14206 14212,1840004390
Houston,Houston,MS,Mississippi,28017,Chickasaw,33.8963,-89.0031,3757,196.6,shape,FALSE,TRUE,America/Chicago,3,38851,1840014760
Old Stine,Old Stine,CA,California,06029,Kern,35.3478,-119.047,3756,2351.1,shape,FALSE,FALSE,America/Los_Angeles,2,93309,1840147390
Ridgeland,Ridgeland,SC,South Carolina,45053,Jasper,32.4681,-80.9178,3756,30,shape,FALSE,TRUE,America/New_York,3,29936,1840018086
Brentwood,Brentwood,MD,Maryland,24033,Prince George's,38.9439,-76.9571,3753,2793.1,shape,FALSE,TRUE,America/New_York,2,20722,1840005982
Aledo,Aledo,IL,Illinois,17131,Mercer,41.199,-90.7459,3753,618.1,shape,FALSE,TRUE,America/Chicago,3,61231,1840007139
Edgecliff Village,Edgecliff Village,TX,Texas,48439,Tarrant,32.6561,-97.3406,3752,1215.9,shape,FALSE,TRUE,America/Chicago,3,76134,1840022052
Cambrian Park,Cambrian Park,CA,California,06085,Santa Clara,37.2563,-121.9287,3752,2506.9,shape,FALSE,FALSE,America/Los_Angeles,2,95124,1840017639
Captain Cook,Captain Cook,HI,Hawaii,15001,Hawaii,19.4995,-155.8937,3751,112.7,shape,FALSE,FALSE,Pacific/Honolulu,3,96704 96750,1840023191
North Baltimore,North Baltimore,OH,Ohio,39173,Wood,41.1803,-83.6695,3751,574.8,shape,FALSE,TRUE,America/New_York,3,45872,1840011560
Spurgeon,Spurgeon,TN,Tennessee,47179,Washington,36.443,-82.4621,3749,354.1,shape,FALSE,FALSE,America/New_York,3,37615 37663,1840013334
Hesston,Hesston,KS,Kansas,20079,Harvey,38.1401,-97.427,3747,404.9,shape,FALSE,TRUE,America/Chicago,3,67062,1840007534
McGehee,McGehee,AR,Arkansas,05041,Desha,33.6278,-91.3953,3744,215.5,shape,FALSE,TRUE,America/Chicago,3,71654,1840015630
Esparto,Esparto,CA,California,06113,Yolo,38.6934,-122.0241,3744,314.2,shape,FALSE,FALSE,America/Los_Angeles,3,95627,1840017569
East Village,East Village,CT,Connecticut,09120,Greater Bridgeport,41.3612,-73.1845,3744,222.1,shape,FALSE,FALSE,America/New_York,3,06468 06491,1840044496
Byron,Byron,IL,Illinois,17141,Ogle,42.1223,-89.2665,3742,310.7,shape,FALSE,TRUE,America/Chicago,3,61010,1840007021
Stilwell,Stilwell,OK,Oklahoma,40001,Adair,35.8145,-94.6317,3740,409,shape,FALSE,TRUE,America/Chicago,3,74960,1840021702
South Glens Falls,South Glens Falls,NY,New York,36091,Saratoga,43.2951,-73.6351,3739,1062.7,shape,FALSE,TRUE,America/New_York,3,12803,1840004251
Breñas,Brenas,PR,Puerto Rico,72143,Vega Alta,18.4734,-66.3346,3739,1464,shape,FALSE,FALSE,America/Puerto_Rico,3,00692,1630035461
Mountain Green,Mountain Green,UT,Utah,49029,Morgan,41.1476,-111.7901,3739,266.7,shape,FALSE,FALSE,America/Denver,3,84050,1840024172
Mogadore,Mogadore,OH,Ohio,39153,Summit,41.0523,-81.3994,3737,673.1,shape,FALSE,TRUE,America/New_York,3,44260,1840000790
Mount Pleasant,Mount Pleasant,UT,Utah,49039,Sanpete,39.5406,-111.456,3737,493.1,shape,FALSE,TRUE,America/Denver,3,84647,1840020208
Lowesville,Lowesville,NC,North Carolina,37109,Lincoln,35.4193,-80.9998,3737,212.3,shape,FALSE,FALSE,America/New_York,3,28164,1840013436
Cockrell Hill,Cockrell Hill,TX,Texas,48113,Dallas,32.7382,-96.8885,3736,2478.6,shape,FALSE,TRUE,America/Chicago,2,75211,1840019434
Sixteen Mile Stand,Sixteen Mile Stand,OH,Ohio,39061,Hamilton,39.2749,-84.3266,3735,1295.2,shape,FALSE,FALSE,America/New_York,3,45249,1840034315
San Joaquin,San Joaquin,CA,California,06019,Fresno,36.6057,-120.1897,3734,1237.3,shape,FALSE,TRUE,America/Los_Angeles,3,93660,1840021565
Melwood,Melwood,MD,Maryland,24033,Prince George's,38.8024,-76.8419,3734,509.6,shape,FALSE,TRUE,America/New_York,3,20772,1840039512
Honea Path,Honea Path,SC,South Carolina,45007,Anderson,34.4476,-82.395,3734,410.3,shape,FALSE,TRUE,America/New_York,3,29654,1840016572
Punta Santiago,Punta Santiago,PR,Puerto Rico,72069,Humacao,18.1619,-65.7584,3733,927.5,shape,FALSE,FALSE,America/Puerto_Rico,3,00741,1630035556
Gooding,Gooding,ID,Idaho,16047,Gooding,42.9373,-114.7134,3731,948.5,shape,FALSE,TRUE,America/Boise,3,83330,1840020063
Elm Creek,Elm Creek,TX,Texas,48323,Maverick,28.7783,-100.491,3730,509.3,shape,FALSE,FALSE,America/Chicago,3,78852,1840037046
Baldwin,Baldwin,GA,Georgia,13137,Habersham,34.486,-83.5497,3728,257.6,shape,FALSE,TRUE,America/New_York,3,30531 30510 30511,1840013576
Anthony,Anthony,TX,Texas,48141,El Paso,31.9876,-106.5933,3727,225.1,shape,FALSE,TRUE,America/Denver,3,79821,1840022138
Landis,Landis,NC,North Carolina,37159,Rowan,35.5477,-80.6113,3726,420.8,shape,FALSE,TRUE,America/New_York,3,28088 28023,1840016263
Balmville,Balmville,NY,New York,36071,Orange,41.5281,-74.0234,3725,679.2,shape,FALSE,FALSE,America/New_York,3,12550,1840004856
Oglesby,Oglesby,IL,Illinois,17099,LaSalle,41.2932,-89.071,3723,288,shape,FALSE,TRUE,America/Chicago,3,61348,1840008200
Rosemont,Rosemont,PA,Pennsylvania,42091,Montgomery,40.0306,-75.327,3722,1751.3,shape,FALSE,FALSE,America/New_York,3,19010,1840035177
Hill 'n Dale,Hill 'n Dale,FL,Florida,12053,Hernando,28.519,-82.2918,3722,653.7,shape,FALSE,FALSE,America/New_York,3,34602,1840028916
Felton,Felton,CA,California,06087,Santa Cruz,37.0392,-122.0808,3721,309.6,shape,FALSE,FALSE,America/Los_Angeles,3,95018,1840017651
Angels,Angels,CA,California,06009,Calaveras,38.0706,-120.5501,3721,395.5,shape,FALSE,TRUE,America/Los_Angeles,3,95222 95221,1840074780
Kaunakakai,Kaunakakai,HI,Hawaii,15009,Maui,21.0905,-156.9981,3721,111.9,shape,FALSE,FALSE,Pacific/Honolulu,3,96748,1840023226
Kitty Hawk,Kitty Hawk,NC,North Carolina,37055,Dare,36.0717,-75.7184,3721,177,shape,FALSE,TRUE,America/New_York,3,27949,1840016155
Arcadia,Arcadia,WI,Wisconsin,55121,Trempealeau,44.2486,-91.4916,3720,438.4,shape,FALSE,TRUE,America/Chicago,3,54612,1840002383
Columbus,Columbus,TX,Texas,48089,Colorado,29.7056,-96.5571,3718,477.5,shape,FALSE,TRUE,America/Chicago,3,78934,1840019629
Bunk Foss,Bunk Foss,WA,Washington,53061,Snohomish,47.9618,-122.0944,3718,369.9,shape,FALSE,TRUE,America/Los_Angeles,3,98258 98290,1840041912
Dunean,Dunean,SC,South Carolina,45045,Greenville,34.8203,-82.4225,3716,914.6,shape,FALSE,FALSE,America/New_York,3,29611 29605,1840013078
Winchester,Winchester,CA,California,06065,Riverside,33.7146,-117.0775,3716,178.9,shape,FALSE,FALSE,America/Los_Angeles,3,92545 92596,1840019295
Forestdale,Forestdale,MA,Massachusetts,25001,Barnstable,41.6846,-70.5082,3716,376.2,shape,FALSE,FALSE,America/New_York,3,02644 02563,1840003241
Greentown,Greentown,OH,Ohio,39151,Stark,40.9266,-81.4015,3714,562.2,shape,FALSE,FALSE,America/New_York,3,44685 44630 44720,1840005200
Whiteman AFB,Whiteman AFB,MO,Missouri,29101,Johnson,38.7302,-93.5589,3713,214.5,shape,TRUE,TRUE,America/Chicago,3,65336 65305,1840073788
Plain City,Plain City,OH,Ohio,39097,Madison,40.1066,-83.2686,3712,467.5,shape,FALSE,TRUE,America/New_York,3,43064,1840012418
Hebron,Hebron,IN,Indiana,18127,Porter,41.3247,-87.2018,3712,716.5,shape,FALSE,TRUE,America/Chicago,3,46341,1840010230
Lowell,Lowell,NC,North Carolina,37071,Gaston,35.2688,-81.1013,3711,389.9,shape,FALSE,TRUE,America/New_York,3,28054 28056 28098,1840015454
Deer Park,Deer Park,IL,Illinois,17097,Lake,42.1655,-88.0864,3711,390.4,shape,FALSE,TRUE,America/Chicago,3,60010,1840011166
Richfield,Richfield,OH,Ohio,39153,Summit,41.2354,-81.6421,3711,154.9,shape,FALSE,TRUE,America/New_York,3,44286,1840011671
Grand Mound,Grand Mound,WA,Washington,53067,Thurston,46.8018,-123.0118,3711,345.3,shape,FALSE,FALSE,America/Los_Angeles,3,98579 98531,1840017366
Elkins,Elkins,AR,Arkansas,05143,Washington,36.0173,-94.0252,3710,369.8,shape,FALSE,TRUE,America/Chicago,3,72701 72727,1840013365
Watergate,Watergate,FL,Florida,12099,Palm Beach,26.3359,-80.2125,3709,3443.1,shape,FALSE,TRUE,America/New_York,2,33428,1840042907
Trevose,Trevose,PA,Pennsylvania,42017,Bucks,40.1509,-74.982,3709,2027.7,shape,FALSE,FALSE,America/New_York,2,19053,1840024296
Beechwood,Beechwood,MS,Mississippi,28149,Warren,32.3303,-90.819,3708,228.4,shape,FALSE,FALSE,America/Chicago,3,39180,1840025904
Mora,Mora,MN,Minnesota,27065,Kanabec,45.8768,-93.2914,3708,277.2,shape,FALSE,TRUE,America/Chicago,3,55051,1840007765
Lenwood,Lenwood,CA,California,06071,San Bernardino,34.8861,-117.1078,3708,688,shape,FALSE,FALSE,America/Los_Angeles,3,92311,1840017804
North Shore,North Shore,VA,Virginia,51067,Franklin,37.0783,-79.6525,3708,102.4,shape,FALSE,FALSE,America/New_York,3,24121,1840006474
Imlay City,Imlay City,MI,Michigan,26087,Lapeer,43.0171,-83.0771,3706,583.8,shape,FALSE,TRUE,America/Detroit,3,48444,1840002895
West End-Cobb Town,West End-Cobb Town,AL,Alabama,01015,Calhoun,33.6526,-85.8741,3705,347.2,shape,FALSE,TRUE,America/Chicago,3,36201,1840073855
Aurora,Aurora,IN,Indiana,18029,Dearborn,39.0674,-84.9044,3704,434.4,shape,FALSE,TRUE,America/New_York,3,47001,1840013709
Westhampton,Westhampton,NY,New York,36103,Suffolk,40.8325,-72.6616,3702,112.9,shape,FALSE,FALSE,America/New_York,3,11978 11977 11959,1840005113
Montrose,Montrose,NY,New York,36119,Westchester,41.2425,-73.9424,3702,882.1,shape,FALSE,FALSE,America/New_York,3,10548,1840024180
Gamewell,Gamewell,NC,North Carolina,37027,Caldwell,35.864,-81.5978,3701,176.3,shape,FALSE,TRUE,America/New_York,3,28645,1840016188
South Toms River,South Toms River,NJ,New Jersey,34029,Ocean,39.9418,-74.2087,3701,1234.5,shape,FALSE,TRUE,America/New_York,3,08757,1840001490
Highland-on-the-Lake,Highland-on-the-Lake,NY,New York,36029,Erie,42.7012,-78.9819,3701,700.7,shape,FALSE,FALSE,America/New_York,3,14047,1840084076
Washington,Washington,GA,Georgia,13317,Wilkes,33.7355,-82.7426,3700,185.6,shape,FALSE,TRUE,America/New_York,3,30673,1840015641
Hoschton,Hoschton,GA,Georgia,13157,Jackson,34.0853,-83.7594,3700,243.1,shape,FALSE,TRUE,America/New_York,3,30548,1840014722
Highland Falls,Highland Falls,NY,New York,36071,Orange,41.3643,-73.9682,3696,1304.9,shape,FALSE,TRUE,America/New_York,3,10928,1840004871
Russell,Russell,KY,Kentucky,21089,Greenup,38.5116,-82.6996,3696,374.7,shape,FALSE,TRUE,America/New_York,3,41101 41169,1840014275
Mono Vista,Mono Vista,CA,California,06109,Tuolumne,38.0123,-120.2697,3696,505,shape,FALSE,FALSE,America/Los_Angeles,3,95370,1840018880
Independence,Independence,MN,Minnesota,27053,Hennepin,45.0219,-93.7076,3695,44,shape,FALSE,TRUE,America/Chicago,3,55359 55572 55577 55592 55593 55599,1840007834
Tabor City,Tabor City,NC,North Carolina,37047,Columbus,34.1538,-78.8737,3695,424.3,shape,FALSE,TRUE,America/New_York,3,28463,1840016665
Port Hadlock-Irondale,Port Hadlock-Irondale,WA,Washington,53031,Jefferson,48.0316,-122.789,3695,213.3,shape,FALSE,TRUE,America/Los_Angeles,3,98325 98368 98339,1840074571
Haviland,Haviland,NY,New York,36027,Dutchess,41.765,-73.8977,3694,289.5,shape,FALSE,FALSE,America/New_York,3,12601 12538,1840034051
Maple Heights-Lake Desire,Maple Heights-Lake Desire,WA,Washington,53033,King,47.4441,-122.0972,3694,350.6,shape,FALSE,TRUE,America/Los_Angeles,3,98058,1840073925
Greenhills,Greenhills,OH,Ohio,39061,Hamilton,39.267,-84.5194,3693,1146,shape,FALSE,TRUE,America/New_York,3,45218,1840003821
Pine Island,Pine Island,MN,Minnesota,27049,Goodhue,44.1968,-92.6166,3693,229.9,shape,FALSE,TRUE,America/Chicago,3,55963,1840008958
Penn Estates,Penn Estates,PA,Pennsylvania,42089,Monroe,41.0346,-75.2417,3691,704.7,shape,FALSE,FALSE,America/New_York,3,18301,1840035454
Bloomer,Bloomer,WI,Wisconsin,55017,Chippewa,45.1033,-91.4915,3691,489.4,shape,FALSE,TRUE,America/Chicago,3,54724,1840002106
Cotulla,Cotulla,TX,Texas,48283,La Salle,28.4364,-99.2367,3690,708.7,shape,FALSE,TRUE,America/Chicago,3,78014,1840019699
Woodstown,Woodstown,NJ,New Jersey,34033,Salem,39.6503,-75.3251,3690,904.6,shape,FALSE,TRUE,America/New_York,3,08098,1840001531
Florida,Florida,PR,Puerto Rico,72054,Florida,18.3643,-66.5611,3690,943.2,shape,FALSE,FALSE,America/Puerto_Rico,3,00650,1630023648
Barron,Barron,WI,Wisconsin,55005,Barron,45.4015,-91.8476,3689,489.1,shape,FALSE,TRUE,America/Chicago,3,54812,1840002069
Albia,Albia,IA,Iowa,19135,Monroe,41.0268,-92.8038,3688,437.8,shape,FALSE,TRUE,America/Chicago,3,52531,1840007152
Vandenberg AFB,Vandenberg AFB,CA,California,06083,Santa Barbara,34.7477,-120.519,3688,63.6,shape,TRUE,TRUE,America/Los_Angeles,4,93437,1840074669
Hephzibah,Hephzibah,GA,Georgia,13245,Richmond,33.2906,-82.0994,3688,73.1,shape,FALSE,TRUE,America/New_York,3,30815,1840014829
Setauket,Setauket,NY,New York,36103,Suffolk,40.9484,-73.116,3687,565.3,shape,FALSE,FALSE,America/New_York,3,11733,1840033989
Tiptonville,Tiptonville,TN,Tennessee,47095,Lake,36.3871,-89.4712,3687,429.4,shape,FALSE,TRUE,America/Chicago,3,38079,1840016072
Jamestown,Jamestown,NC,North Carolina,37081,Guilford,35.9984,-79.9348,3685,474.8,shape,FALSE,TRUE,America/New_York,3,27282,1840016136
East Dennis,East Dennis,MA,Massachusetts,25001,Barnstable,41.7392,-70.1577,3685,294.3,shape,FALSE,FALSE,America/New_York,3,02638 02641 02660,1840003236
Glen Raven,Glen Raven,NC,North Carolina,37001,Alamance,36.1246,-79.4649,3684,430.2,shape,FALSE,FALSE,America/New_York,3,27217,1840013357
Long Prairie,Long Prairie,MN,Minnesota,27153,Todd,45.9775,-94.863,3683,517.8,shape,FALSE,TRUE,America/Chicago,3,56347,1840008859
Fairbury,Fairbury,IL,Illinois,17105,Livingston,40.746,-88.5158,3683,772.6,shape,FALSE,TRUE,America/Chicago,3,61739,1840008280
Middlebury,Middlebury,IN,Indiana,18039,Elkhart,41.6696,-85.7075,3681,310,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,46540,1840009239
Southgate,Southgate,KY,Kentucky,21037,Campbell,39.0631,-84.4715,3680,974.5,shape,FALSE,TRUE,America/New_York,3,41071,1840015170
Landmark,Landmark,AR,Arkansas,05119,Pulaski,34.6076,-92.3186,3679,144.5,shape,FALSE,FALSE,America/Chicago,3,72206,1840027803
Chipley,Chipley,FL,Florida,12133,Washington,30.7752,-85.5406,3678,322.6,shape,FALSE,TRUE,America/Chicago,3,32428,1840015015
Taylor Lake Village,Taylor Lake Village,TX,Texas,48201,Harris,29.5765,-95.0561,3678,1266.3,shape,FALSE,TRUE,America/Chicago,3,77586,1840022202
Montura,Montura,FL,Florida,12051,Hendry,26.6428,-81.0937,3678,63.6,shape,FALSE,TRUE,America/New_York,4,33440,1840039004
Heyburn,Heyburn,ID,Idaho,16067,Minidoka,42.5599,-113.7624,3678,543.7,shape,FALSE,TRUE,America/Boise,3,83336,1840020065
Delta,Delta,UT,Utah,49027,Millard,39.3623,-112.5471,3675,164.6,shape,FALSE,TRUE,America/Denver,3,84624,1840018809
Harrisburg,Harrisburg,OR,Oregon,41043,Linn,44.2719,-123.1656,3675,983.3,shape,FALSE,TRUE,America/Los_Angeles,3,97446,1840019990
Wynantskill,Wynantskill,NY,New York,36083,Rensselaer,42.6879,-73.6449,3675,415,shape,FALSE,FALSE,America/New_York,3,12180 12198,1840004435
Manila,Manila,AR,Arkansas,05093,Mississippi,35.8847,-90.1652,3675,356.5,shape,FALSE,TRUE,America/Chicago,3,72442,1840015363
Sunnyslope,Sunnyslope,WA,Washington,53007,Chelan,47.4913,-120.3493,3674,177.3,shape,FALSE,FALSE,America/Los_Angeles,3,98801,1840136960
Putnam Lake,Putnam Lake,NY,New York,36079,Putnam,41.4737,-73.5507,3673,311.4,shape,FALSE,FALSE,America/New_York,3,12563 10509,1840004889
Carefree,Carefree,AZ,Arizona,04013,Maricopa,33.8234,-111.9161,3672,160.9,shape,FALSE,TRUE,America/Phoenix,3,85377,1840022914
Bajadero,Bajadero,PR,Puerto Rico,72013,Arecibo,18.4245,-66.6765,3672,697.5,shape,FALSE,FALSE,America/Puerto_Rico,3,00616,1630035615
Hemlock Farms,Hemlock Farms,PA,Pennsylvania,42103,Pike,41.3157,-75.0515,3671,183.9,shape,FALSE,FALSE,America/New_York,3,18428,1840035012
Eastlawn Gardens,Eastlawn Gardens,PA,Pennsylvania,42095,Northampton,40.748,-75.2913,3671,816,shape,FALSE,FALSE,America/New_York,3,18064,1840035420
Leo-Cedarville,Leo-Cedarville,IN,Indiana,18003,Allen,41.2199,-85.0193,3670,380.5,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,46765,1840009322
Rutherfordton,Rutherfordton,NC,North Carolina,37161,Rutherford,35.3642,-81.9613,3669,341.5,shape,FALSE,TRUE,America/New_York,3,28139,1840017834
Frontenac,Frontenac,MO,Missouri,29189,St. Louis,38.6301,-90.419,3669,491.7,shape,FALSE,TRUE,America/Chicago,3,63131,1840008587
Nome,Nome,AK,Alaska,02180,Nome,64.5213,-165.4053,3668,111.4,shape,FALSE,TRUE,America/Nome,3,99762,1840023510
Thomasville,Thomasville,AL,Alabama,01025,Clarke,31.911,-87.7419,3668,125.8,shape,FALSE,TRUE,America/Chicago,3,36784,1840015849
Indian Rocks Beach,Indian Rocks Beach,FL,Florida,12103,Pinellas,27.8961,-82.8444,3667,1676.1,shape,FALSE,TRUE,America/New_York,3,33785,1840015113
Rexland Acres,Rexland Acres,CA,California,06029,Kern,35.3051,-118.997,3667,2724.4,shape,FALSE,FALSE,America/Los_Angeles,2,93307,1840147392
Eastover,Eastover,NC,North Carolina,37051,Cumberland,35.0959,-78.7862,3666,125,shape,FALSE,TRUE,America/New_York,3,28395 28312,1840022794
Camden,Camden,TN,Tennessee,47005,Benton,36.0663,-88.1047,3664,249.2,shape,FALSE,TRUE,America/Chicago,3,38320,1840013349
Centre,Centre,AL,Alabama,01019,Cherokee,34.1537,-85.6689,3664,120.9,shape,FALSE,TRUE,America/Chicago,4,35960,1840001099
Wilkesboro,Wilkesboro,NC,North Carolina,37193,Wilkes,36.1424,-81.174,3664,214.7,shape,FALSE,TRUE,America/New_York,3,28697,1840016093
Lake Holm,Lake Holm,WA,Washington,53033,King,47.2985,-122.1335,3664,169.2,shape,FALSE,TRUE,America/Los_Angeles,4,98092,1840041966
Stanford,Stanford,KY,Kentucky,21137,Lincoln,37.5331,-84.6602,3662,295.1,shape,FALSE,TRUE,America/New_York,3,40484,1840015242
Stonybrook,Stonybrook,PA,Pennsylvania,42133,York,39.9811,-76.6306,3662,740.8,shape,FALSE,FALSE,America/New_York,3,17402,1840024352
Cedar Springs,Cedar Springs,MI,Michigan,26081,Kent,43.2201,-85.5535,3661,712.4,shape,FALSE,TRUE,America/Detroit,3,49319,1840002926
Highland Acres,Highland Acres,DE,Delaware,10001,Kent,39.1163,-75.5216,3661,947.2,shape,FALSE,FALSE,America/New_York,3,19901,1840028616
Morton,Morton,MS,Mississippi,28123,Scott,32.3455,-89.6572,3661,159,shape,FALSE,TRUE,America/Chicago,3,39117,1840014886
Spencerport,Spencerport,NY,New York,36055,Monroe,43.1882,-77.8067,3660,1022.3,shape,FALSE,TRUE,America/New_York,3,14559,1840004285
Whitney,Whitney,SC,South Carolina,45083,Spartanburg,34.9835,-81.926,3659,463.1,shape,FALSE,FALSE,America/New_York,3,29303,1840107216
Granger,Granger,WA,Washington,53077,Yakima,46.3454,-120.1925,3658,817.4,shape,FALSE,TRUE,America/Los_Angeles,3,98932,1840019872
Minoa,Minoa,NY,New York,36067,Onondaga,43.0742,-76.0083,3657,1057.9,shape,FALSE,TRUE,America/New_York,3,13116,1840004325
Forsyth,Forsyth,IL,Illinois,17115,Macon,39.9259,-88.9641,3656,455.9,shape,FALSE,TRUE,America/Chicago,3,62535,1840012428
Yellow Springs,Yellow Springs,OH,Ohio,39057,Greene,39.7987,-83.8904,3655,512.8,shape,FALSE,TRUE,America/New_York,3,45387,1840012527
North River Shores,North River Shores,FL,Florida,12085,Martin,27.2223,-80.2738,3655,1114.7,shape,FALSE,FALSE,America/New_York,3,34994,1840014191
Romeo,Romeo,MI,Michigan,26099,Macomb,42.8049,-83.0041,3654,652.7,shape,FALSE,TRUE,America/Detroit,3,48065,1840011050
Lake Isabella,Lake Isabella,CA,California,06029,Kern,35.6378,-118.482,3654,65,shape,FALSE,FALSE,America/Los_Angeles,3,93285 93240,1840017823
Northwoods,Northwoods,MO,Missouri,29189,St. Louis,38.7035,-90.2824,3654,2019.8,shape,FALSE,TRUE,America/Chicago,2,63121,1840008593
Priceville,Priceville,AL,Alabama,01103,Morgan,34.5246,-86.8856,3653,219.4,shape,FALSE,TRUE,America/Chicago,3,35603,1840017927
Emmetsburg,Emmetsburg,IA,Iowa,19147,Palo Alto,43.1145,-94.68,3651,371.7,shape,FALSE,TRUE,America/Chicago,3,50536,1840007990
Moundville,Moundville,AL,Alabama,01065,Hale,32.9968,-87.6272,3649,305.6,shape,FALSE,TRUE,America/Chicago,3,35474,1840016942
Welcome,Welcome,NC,North Carolina,37057,Davidson,35.9066,-80.2548,3649,151.3,shape,FALSE,FALSE,America/New_York,3,27374 27295,1840013388
Moscow Mills,Moscow Mills,MO,Missouri,29113,Lincoln,38.94,-90.9254,3647,445.3,shape,FALSE,TRUE,America/Chicago,3,63362,1840008542
Riverview Park,Riverview Park,PA,Pennsylvania,42011,Berks,40.3912,-75.9509,3647,1420,shape,FALSE,FALSE,America/New_York,3,19605,1840035173
Waikapu,Waikapu,HI,Hawaii,15009,Maui,20.8391,-156.5221,3645,127.7,shape,FALSE,FALSE,Pacific/Honolulu,3,96793,1840029556
Burbank,Burbank,WA,Washington,53071,Walla Walla,46.2016,-118.9891,3645,180.3,shape,FALSE,FALSE,America/Los_Angeles,3,99323,1840017383
Gatlinburg,Gatlinburg,TN,Tennessee,47155,Sevier,35.725,-83.4938,3643,134.7,shape,FALSE,TRUE,America/New_York,3,37738,1840013387
Whitesboro,Whitesboro,NY,New York,36065,Oneida,43.124,-75.2967,3643,1340.1,shape,FALSE,TRUE,America/New_York,3,13492,1840004216
Crockett,Crockett,CA,California,06013,Contra Costa,38.0519,-122.2201,3642,1323.8,shape,FALSE,FALSE,America/Los_Angeles,3,94525,1840017608
Desert Edge,Desert Edge,CA,California,06065,Riverside,33.9223,-116.4401,3642,620.1,shape,FALSE,FALSE,America/Los_Angeles,3,92241,1840022907
Port Vue,Port Vue,PA,Pennsylvania,42003,Allegheny,40.337,-79.872,3641,1239.8,shape,FALSE,TRUE,America/New_York,3,15133,1840001256
Salem Heights,Salem Heights,OH,Ohio,39061,Hamilton,39.0658,-84.384,3640,864.2,shape,FALSE,FALSE,America/New_York,3,45230,1840034161
Omro,Omro,WI,Wisconsin,55139,Winnebago,44.0391,-88.7378,3639,573.9,shape,FALSE,TRUE,America/Chicago,3,54963,1840002245
Howe,Howe,TX,Texas,48181,Grayson,33.5067,-96.6155,3638,281.5,shape,FALSE,TRUE,America/Chicago,3,75459,1840021960
North Great River,North Great River,NY,New York,36103,Suffolk,40.7599,-73.168,3638,597.2,shape,FALSE,FALSE,America/New_York,3,11752,1840005057
Tyro,Tyro,NC,North Carolina,37057,Davidson,35.7997,-80.3765,3635,109.2,shape,FALSE,FALSE,America/New_York,3,27299 27295,1840024912
Groesbeck,Groesbeck,TX,Texas,48293,Limestone,31.5259,-96.5284,3634,323.1,shape,FALSE,TRUE,America/Chicago,3,76642,1840020821
Combined Locks,Combined Locks,WI,Wisconsin,55087,Outagamie,44.2642,-88.3064,3633,817.9,shape,FALSE,TRUE,America/Chicago,3,54113,1840002407
Beaver,Beaver,UT,Utah,49001,Beaver,38.2759,-112.6383,3632,208.2,shape,FALSE,TRUE,America/Denver,3,84713,1840018857
