city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Brewster,Brewster,NE,Nebraska,31009,Blaine,41.9384,-99.8651,38,22.6,shape,FALSE,TRUE,America/Chicago,3,68821,1840010150
Wheatland,Wheatland,ND,North Dakota,38017,Cass,46.9049,-97.3455,38,3.7,shape,FALSE,FALSE,America/Chicago,3,58079,1840006628
Piedmont,Piedmont,KS,Kansas,20073,Greenwood,37.6206,-96.3708,38,4,shape,FALSE,FALSE,America/Chicago,3,67122,1840030209
Randalia,Randalia,IA,Iowa,19065,Fayette,42.8634,-91.8867,37,94.4,shape,FALSE,TRUE,America/Chicago,3,52164,1840009063
Charleston Park,Charleston Park,FL,Florida,12071,Lee,26.7055,-81.5807,37,379.4,shape,FALSE,FALSE,America/New_York,3,33920,1840028976
Trenton,Trenton,IA,Iowa,19087,Henry,41.066,-91.6395,37,31,shape,FALSE,FALSE,America/Chicago,3,52641,1840029675
Bluff City,Bluff City,KS,Kansas,20077,Harper,37.0761,-97.8747,37,28.2,shape,FALSE,TRUE,America/Chicago,3,67018,1840007623
Hamilton,Hamilton,ND,North Dakota,38067,Pembina,48.808,-97.4518,37,24.3,shape,FALSE,TRUE,America/Chicago,3,58238,1840000014
Dooling,Dooling,GA,Georgia,13093,Dooly,32.23,-83.9289,37,30.9,shape,FALSE,TRUE,America/New_York,3,31063 31007,1840017021
Stoutsville,Stoutsville,MO,Missouri,29137,Monroe,39.5479,-91.8572,37,17.4,shape,FALSE,TRUE,America/Chicago,3,65283,1840012583
Watova,Watova,OK,Oklahoma,40105,Nowata,36.6197,-95.6604,37,25,shape,FALSE,FALSE,America/Chicago,3,74048,1840034596
Farwell,Farwell,MN,Minnesota,27121,Pope,45.7524,-95.6189,37,44.2,shape,FALSE,TRUE,America/Chicago,3,56327,1840007787
Oak Lane Colony,Oak Lane Colony,SD,South Dakota,46061,Hanson,43.5099,-97.7412,37,24.9,shape,FALSE,FALSE,America/Chicago,3,57311,1840143953
West Liberty,West Liberty,IL,Illinois,17079,Jasper,38.8524,-88.0852,37,28,shape,FALSE,FALSE,America/Chicago,3,62475,1840051744
Caesars Head,Caesars Head,SC,South Carolina,45045,Greenville,35.1072,-82.6182,37,9.7,shape,FALSE,FALSE,America/New_York,3,29635,1840106764
Johnsonville,Johnsonville,IL,Illinois,17191,Wayne,38.5208,-88.5382,37,111.4,shape,FALSE,TRUE,America/Chicago,3,62850,1840012884
Hubbard,Hubbard,MN,Minnesota,27057,Hubbard,46.8375,-95.009,37,116.5,shape,FALSE,FALSE,America/Chicago,3,56470,1840031826
Combs,Combs,KY,Kentucky,21193,Perry,37.2683,-83.2148,37,260.9,shape,FALSE,FALSE,America/New_York,3,41729 41701,1840030413
Placerville,Placerville,ID,Idaho,16015,Boise,43.9427,-115.946,37,14.3,shape,FALSE,TRUE,America/Boise,3,83666,1840020006
Wilmore,Wilmore,KS,Kansas,20033,Comanche,37.335,-99.2102,37,40.8,shape,FALSE,TRUE,America/Chicago,3,67155,1840010874
Peckham,Peckham,OK,Oklahoma,40071,Kay,36.8866,-97.1781,37,29.9,shape,FALSE,FALSE,America/Chicago,3,74647,1840034477
Moorefield,Moorefield,NE,Nebraska,31063,Frontier,40.6898,-100.4004,37,16.9,shape,FALSE,TRUE,America/Chicago,3,69039,1840012034
McDowell,McDowell,VA,Virginia,51091,Highland,38.3375,-79.4994,37,14,shape,FALSE,FALSE,America/New_York,3,24458,1840037315
Encino,Encino,NM,New Mexico,35057,Torrance,34.6518,-105.4586,37,7.2,shape,FALSE,TRUE,America/Denver,3,88321,1840022807
Shawmut,Shawmut,MT,Montana,30107,Wheatland,46.3447,-109.5123,37,6.7,shape,FALSE,FALSE,America/Denver,3,59078,1840023862
Reese,Reese,PA,Pennsylvania,42013,Blair,40.435,-78.3003,37,31.7,shape,FALSE,FALSE,America/New_York,3,16648,1840100977
Jud,Jud,ND,North Dakota,38045,LaMoure,46.5258,-98.8976,37,31.4,shape,FALSE,TRUE,America/Chicago,3,58454,1840000217
Irwin,Irwin,MO,Missouri,29011,Barton,37.5884,-94.287,37,94.3,shape,FALSE,FALSE,America/Chicago,3,64759,1840025726
Coosawhatchie,Coosawhatchie,SC,South Carolina,45053,Jasper,32.5851,-80.9328,37,24.4,shape,FALSE,FALSE,America/New_York,3,29912 29936,1840035727
Richfield,Richfield,NE,Nebraska,31153,Sarpy,41.1108,-96.0763,37,9.5,shape,FALSE,FALSE,America/Chicago,3,68046 68059,1840024199
Staint Clair,Staint Clair,PA,Pennsylvania,42013,Blair,40.4786,-78.2284,37,34.8,shape,FALSE,FALSE,America/New_York,3,16693,1840148021
Independence,Independence,IN,Indiana,18171,Warren,40.3378,-87.1717,37,173.9,shape,FALSE,FALSE,America/Indiana/Indianapolis,3,47918,1840054938
Silverdale,Silverdale,KS,Kansas,20035,Cowley,37.0424,-96.9018,37,13.8,shape,FALSE,FALSE,America/Chicago,3,67005,1840030087
Arrowhead Springs,Arrowhead Springs,WY,Wyoming,56037,Sweetwater,41.5081,-109.1551,37,12.4,shape,FALSE,FALSE,America/Denver,3,82901,1840038423
Winnetoon,Winnetoon,NE,Nebraska,31107,Knox,42.5135,-97.9601,37,88,shape,FALSE,TRUE,America/Chicago,3,68789,1840011065
Manuelito,Manuelito,NM,New Mexico,35031,McKinley,35.4387,-108.9946,37,1.7,shape,FALSE,FALSE,America/Denver,5,87319,1840033598
Elizaville,Elizaville,IN,Indiana,18011,Boone,40.1267,-86.3758,37,29.8,point,FALSE,FALSE,America/Indiana/Indianapolis,4,46052,1840029937
Villa Sin Miedo,Villa Sin Miedo,PR,Puerto Rico,72029,Canóvanas,18.2565,-65.8728,37,245.7,shape,FALSE,FALSE,America/Puerto_Rico,3,00729,1630152320
Elk Grove,Elk Grove,PA,Pennsylvania,42037,Columbia,41.3062,-76.4069,37,34.4,point,FALSE,FALSE,America/New_York,4,17814,1840099205
Lake View,Lake View,IN,Indiana,18047,Franklin,39.4852,-85.2492,36,20,shape,FALSE,TRUE,America/Indiana/Indianapolis,4,47024,1840001794
De Borgia,De Borgia,MT,Montana,30061,Mineral,47.3701,-115.3211,36,5.1,shape,FALSE,FALSE,America/Denver,3,59830,1840018449
Alden,Alden,IL,Illinois,17111,McHenry,42.4588,-88.5184,36,60.3,shape,FALSE,FALSE,America/Chicago,3,60033,1840050975
Sedan,Sedan,MN,Minnesota,27121,Pope,45.5782,-95.2453,36,27.4,shape,FALSE,TRUE,America/Chicago,3,56334,1840008891
Bruneau,Bruneau,ID,Idaho,16073,Owyhee,42.8766,-115.8001,36,8.7,shape,FALSE,FALSE,America/Boise,3,83604,1840027144
Avalon,Avalon,MO,Missouri,29117,Livingston,39.66,-93.4394,36,18.5,shape,FALSE,FALSE,America/Chicago,3,64643 64601,1840032023
Caddo Gap,Caddo Gap,AR,Arkansas,05097,Montgomery,34.4025,-93.6179,36,35,shape,FALSE,FALSE,America/Chicago,3,71935,1840003895
Sugden,Sugden,OK,Oklahoma,40067,Jefferson,34.0826,-97.9788,36,39.8,shape,FALSE,TRUE,America/Chicago,3,73573,1840022885
Linoma Beach,Linoma Beach,NE,Nebraska,31153,Sarpy,41.0583,-96.3149,36,26.5,shape,FALSE,FALSE,America/Chicago,3,68028,1840078530
Ocean Beach,Ocean Beach,NY,New York,36103,Suffolk,40.6463,-73.1565,36,195.9,shape,FALSE,TRUE,America/New_York,3,11770,1840005127
Grand Pass,Grand Pass,MO,Missouri,29195,Saline,39.205,-93.4427,36,87.8,shape,FALSE,TRUE,America/Chicago,3,65339,1840012681
Andover,Andover,SD,South Dakota,46037,Day,45.4102,-97.9037,36,98.7,shape,FALSE,TRUE,America/Chicago,3,57422,1840001558
Malo,Malo,WA,Washington,53019,Ferry,48.7997,-118.6119,36,20.7,shape,FALSE,FALSE,America/Los_Angeles,3,99150,1840026093
Westland,Westland,PA,Pennsylvania,42125,Washington,40.2789,-80.2731,36,234.8,shape,FALSE,FALSE,America/New_York,3,15340 15378,1840024317
Shageluk,Shageluk,AK,Alaska,02290,Yukon-Koyukuk,62.6684,-159.563,36,1.3,shape,FALSE,TRUE,America/Anchorage,3,99665,1840023459
Charles City,Charles City,VA,Virginia,51036,Charles City,37.344,-77.0687,36,5.1,shape,FALSE,FALSE,America/New_York,3,23030,1840026851
Nashoba,Nashoba,OK,Oklahoma,40127,Pushmataha,34.4816,-95.2143,36,28,shape,FALSE,FALSE,America/Chicago,3,74558,1840034470
Clyde,Clyde,MO,Missouri,29147,Nodaway,40.2662,-94.6696,36,38.6,shape,FALSE,TRUE,America/Chicago,3,64432,1840012137
Herron,Herron,MT,Montana,30041,Hill,48.5341,-109.7718,36,3,shape,FALSE,FALSE,America/Denver,3,59501,1840032831
Rivergrove,Rivergrove,CA,California,06029,Kern,35.4403,-118.9411,36,21.1,shape,FALSE,FALSE,America/Los_Angeles,3,93308,1840146267
Millersburg,Millersburg,IL,Illinois,17131,Mercer,41.2403,-90.8186,36,72.9,shape,FALSE,FALSE,America/Chicago,3,61231 61260,1840051429
South Gorin,South Gorin,MO,Missouri,29199,Scotland,40.3596,-92.0246,36,93.2,shape,FALSE,TRUE,America/Chicago,4,63543,1840035406
Lakeview,Lakeview,MT,Montana,30001,Beaverhead,44.6021,-111.8124,36,18,shape,FALSE,FALSE,America/Denver,3,59739,1840026636
Orland Colony,Orland Colony,SD,South Dakota,46087,McCook,43.8216,-97.199,36,27.4,shape,FALSE,FALSE,America/Chicago,3,57048,1840149501
Grassland Colony,Grassland Colony,SD,South Dakota,46089,McPherson,45.6682,-98.7965,36,32.6,shape,FALSE,FALSE,America/Chicago,3,57481,1840149502
Verdel,Verdel,NE,Nebraska,31107,Knox,42.8114,-98.1933,36,36.9,shape,FALSE,TRUE,America/Chicago,3,68760,1840011066
Hadley,Hadley,MN,Minnesota,27101,Murray,43.9987,-95.8575,36,40.3,shape,FALSE,TRUE,America/Chicago,3,56151,1840006803
Rathbun,Rathbun,IA,Iowa,19007,Appanoose,40.8018,-92.8879,36,118.6,shape,FALSE,TRUE,America/Chicago,3,52544,1840009398
Inavale,Inavale,NE,Nebraska,31181,Webster,40.0923,-98.6484,36,56.8,shape,FALSE,FALSE,America/Chicago,3,68952,1840024325
Zion,Zion,OK,Oklahoma,40001,Adair,35.7892,-94.6377,36,13.6,shape,FALSE,FALSE,America/Chicago,3,74960,1840034603
Truxton,Truxton,MO,Missouri,29113,Lincoln,39.0035,-91.2403,35,115.4,shape,FALSE,TRUE,America/Chicago,3,63381,1840012731
Darlington,Darlington,MO,Missouri,29075,Gentry,40.1981,-94.3997,35,32.9,shape,FALSE,TRUE,America/Chicago,3,64438,1840012243
Whippoorwill,Whippoorwill,OK,Oklahoma,40113,Osage,36.9123,-96.1288,35,153.2,shape,FALSE,FALSE,America/Chicago,3,74056,1840096549
Ekwok,Ekwok,AK,Alaska,02070,Dillingham,59.3462,-157.4861,35,10.9,shape,FALSE,TRUE,America/Anchorage,3,99580,1840023280
Moffett,Moffett,OK,Oklahoma,40135,Sequoyah,35.4059,-94.4552,35,13.8,shape,FALSE,TRUE,America/Chicago,3,74954 74948 74946,1840022737
Camp Crook,Camp Crook,SD,South Dakota,46063,Harding,45.55,-103.975,35,40.8,shape,FALSE,TRUE,America/Denver,3,57724,1840002019
Homestead,Homestead,OK,Oklahoma,40011,Blaine,36.15,-98.3969,35,17.8,shape,FALSE,FALSE,America/Chicago,3,73763,1840034451
Paradise,Paradise,KS,Kansas,20167,Russell,39.1145,-98.9184,35,35.1,shape,FALSE,TRUE,America/Chicago,3,67658,1840009707
Twin Brooks,Twin Brooks,SD,South Dakota,46051,Grant,45.209,-96.7855,35,33.3,shape,FALSE,TRUE,America/Chicago,3,57269,1840001587
Swink,Swink,OK,Oklahoma,40023,Choctaw,34.0169,-95.2018,35,59.2,shape,FALSE,FALSE,America/Chicago,3,74761,1840026983
Rogers,Rogers,ND,North Dakota,38003,Barnes,47.074,-98.2031,35,13.7,shape,FALSE,TRUE,America/Chicago,3,58479,1840001930
Urbank,Urbank,MN,Minnesota,27111,Otter Tail,46.1242,-95.5104,35,20.4,shape,FALSE,TRUE,America/Chicago,3,56588 56361,1840009976
Midway,Midway,MN,Minnesota,27087,Mahnomen,47.317,-95.7838,35,7.3,shape,FALSE,TRUE,America/Chicago,5,56557,1840042944
Ashwood,Ashwood,SC,South Carolina,45061,Lee,34.1142,-80.3039,35,3.8,shape,FALSE,FALSE,America/New_York,3,29153 29010,1840106714
New Washington,New Washington,PA,Pennsylvania,42033,Clearfield,40.8218,-78.7019,35,5.9,shape,FALSE,TRUE,America/New_York,3,15757,1840003501
Thomasville,Thomasville,MO,Missouri,29149,Oregon,36.7912,-91.5342,35,12.4,shape,FALSE,FALSE,America/Chicago,3,65438,1840025747
Gillett Grove,Gillett Grove,IA,Iowa,19041,Clay,43.0167,-95.0367,35,9,shape,FALSE,TRUE,America/Chicago,3,51341,1840007994
Calzada,Calzada,PR,Puerto Rico,72113,Ponce,18.0054,-66.564,35,68.3,shape,FALSE,FALSE,America/Puerto_Rico,3,00715,1630035697
Rivers,Rivers,NM,New Mexico,35003,Catron,33.6757,-108.7768,35,6,shape,FALSE,TRUE,America/Denver,5,87830,1840040195
Tecolote,Tecolote,NM,New Mexico,35047,San Miguel,35.4604,-105.2842,35,2.4,shape,FALSE,FALSE,America/Denver,3,87701,1840138606
Aspinwall,Aspinwall,IA,Iowa,19047,Crawford,41.9105,-95.135,35,58.7,shape,FALSE,TRUE,America/Chicago,3,51432,1840007006
Raynham,Raynham,NC,North Carolina,37155,Robeson,34.5761,-79.1908,35,73.4,shape,FALSE,TRUE,America/New_York,3,28383,1840017906
Iatan,Iatan,MO,Missouri,29165,Platte,39.4791,-94.9848,35,24.3,shape,FALSE,TRUE,America/Chicago,3,64098,1840012628
Lake Cicott,Lake Cicott,IN,Indiana,18017,Cass,40.7642,-86.5242,35,32.5,point,FALSE,FALSE,America/Indiana/Indianapolis,4,46947 46942,1840055013
Springwater Colony,Springwater Colony,MT,Montana,30107,Wheatland,46.4569,-109.7532,35,2,shape,FALSE,FALSE,America/Denver,3,59036,1840148549
Tolu,Tolu,KY,Kentucky,21055,Crittenden,37.4337,-88.2454,35,41.9,shape,FALSE,FALSE,America/Chicago,3,42064,1840026847
Foosland,Foosland,IL,Illinois,17019,Champaign,40.3611,-88.4291,35,172.8,shape,FALSE,TRUE,America/Chicago,3,61845,1840012225
Esterbrook,Esterbrook,WY,Wyoming,56009,Converse,42.4062,-105.3858,35,4,shape,FALSE,FALSE,America/Denver,3,82633,1840017444
Boyds,Boyds,WA,Washington,53019,Ferry,48.7245,-118.1321,35,38.1,shape,FALSE,FALSE,America/Los_Angeles,3,99141,1840026091
Alton,Alton,IN,Indiana,18025,Crawford,38.1211,-86.4195,35,112.4,shape,FALSE,TRUE,America/Indiana/Marengo,3,47137,1840010811
Krupp,Krupp,WA,Washington,53025,Grant,47.4105,-118.9887,35,23.2,shape,FALSE,TRUE,America/Los_Angeles,4,98832,1840074934
Alleghany,Alleghany,CA,California,06091,Sierra,39.4666,-120.8411,35,9.5,shape,FALSE,FALSE,America/Los_Angeles,3,95910,1840022445
Little Cedar,Little Cedar,IA,Iowa,19131,Mitchell,43.3801,-92.7258,35,25.4,shape,FALSE,FALSE,America/Chicago,3,50454,1840024037
Ramos,Ramos,TX,Texas,48427,Starr,26.428,-99.027,35,200.9,shape,FALSE,TRUE,America/Chicago,3,78584,1840041466
La Platte,La Platte,NE,Nebraska,31153,Sarpy,41.0718,-95.9255,35,115.1,shape,FALSE,FALSE,America/Chicago,3,68123,1840024198
Belva,Belva,WV,West Virginia,54067,Nicholas,38.2327,-81.1894,35,45.9,shape,FALSE,FALSE,America/New_York,3,26656,1840025665
Youngstown,Youngstown,CA,California,06043,Mariposa,37.6481,-119.7182,35,15,shape,FALSE,FALSE,America/Los_Angeles,4,95389,1840130859
Mount Olive,Mount Olive,VA,Virginia,51171,Shenandoah,38.9798,-78.4533,34,53.2,shape,FALSE,TRUE,America/New_York,4,22657 22660,1840002103
Kaskaskia,Kaskaskia,IL,Illinois,17157,Randolph,37.9213,-89.9163,34,11.7,shape,FALSE,TRUE,America/Chicago,3,63673,1840012932
Lone Elm,Lone Elm,KS,Kansas,20003,Anderson,38.0796,-95.243,34,36.8,shape,FALSE,TRUE,America/Chicago,3,66039,1840009828
Teegarden,Teegarden,IN,Indiana,18099,Marshall,41.465,-86.3775,34,93.1,point,FALSE,FALSE,America/Indiana/Indianapolis,4,46574,1840055746
Henriette,Henriette,MN,Minnesota,27115,Pine,45.8711,-93.12,34,112.7,shape,FALSE,TRUE,America/Chicago,3,55036,1840006661
Ree Heights,Ree Heights,SD,South Dakota,46059,Hand,44.5158,-99.2005,34,45.7,shape,FALSE,TRUE,America/Chicago,3,57371,1840002279
Ona,Ona,FL,Florida,12049,Hardee,27.483,-81.9097,34,1.5,shape,FALSE,FALSE,America/New_York,3,33873 33865,1840025170
Toyah,Toyah,TX,Texas,48389,Reeves,31.3125,-103.7946,34,8.1,shape,FALSE,TRUE,America/Chicago,3,79785,1840023113
Fremont,Fremont,UT,Utah,49055,Wayne,38.4556,-111.6148,34,7.5,shape,FALSE,FALSE,America/Denver,3,84747,1840026747
Cotopaxi,Cotopaxi,CO,Colorado,08043,Fremont,38.3738,-105.6912,34,26.3,shape,FALSE,FALSE,America/Denver,3,81223,1840024644
Regal,Regal,MN,Minnesota,27067,Kandiyohi,45.4054,-94.8397,34,25.6,shape,FALSE,TRUE,America/Chicago,3,56312,1840008911
Benton,Benton,AL,Alabama,01085,Lowndes,32.3078,-86.818,34,46.3,shape,FALSE,TRUE,America/Chicago,3,36785,1840015812
Brookview,Brookview,MD,Maryland,24019,Dorchester,38.5739,-75.7927,34,64.1,shape,FALSE,TRUE,America/New_York,3,21659,1840006166
Royer,Royer,PA,Pennsylvania,42013,Blair,40.4223,-78.2725,34,40.5,shape,FALSE,FALSE,America/New_York,3,16693,1840101095
Musselshell,Musselshell,MT,Montana,30065,Musselshell,46.5063,-108.0862,34,5.1,shape,FALSE,FALSE,America/Denver,3,59059,1840018476
Shell,Shell,WY,Wyoming,56003,Big Horn,44.5346,-107.7844,34,11.5,shape,FALSE,FALSE,America/Denver,3,82441,1840026119
Otranto,Otranto,IA,Iowa,19131,Mitchell,43.4608,-92.9863,34,32,shape,FALSE,FALSE,America/Chicago,3,50472,1840024041
Bancroft,Bancroft,SD,South Dakota,46077,Kingsbury,44.4894,-97.7505,34,8.9,shape,FALSE,TRUE,America/Chicago,3,57353,1840002415
Prince,Prince,WV,West Virginia,54019,Fayette,37.8593,-81.0722,34,7.2,shape,FALSE,FALSE,America/New_York,3,25907,1840025684
Martinsdale,Martinsdale,MT,Montana,30059,Meagher,46.4548,-110.312,34,15.1,shape,FALSE,FALSE,America/Denver,3,59053,1840023858
Loma Linda East,Loma Linda East,TX,Texas,48249,Jim Wells,27.7663,-98.1942,34,2.6,shape,FALSE,TRUE,America/Chicago,5,78332,1840073919
Sunset Acres,Sunset Acres,TX,Texas,48479,Webb,27.7942,-99.4566,34,43.7,shape,FALSE,FALSE,America/Chicago,3,78045,1840037115
Altamont,Altamont,SD,South Dakota,46039,Deuel,44.8408,-96.6901,34,10.5,shape,FALSE,TRUE,America/Chicago,3,57226,1840002273
Holladay,Holladay,TN,Tennessee,47005,Benton,35.872,-88.1449,34,8.9,shape,FALSE,FALSE,America/Chicago,3,38341,1840036052
Elyria,Elyria,NE,Nebraska,31175,Valley,41.6802,-99.0053,34,59.2,shape,FALSE,TRUE,America/Chicago,3,68837,1840011475
Arcola,Arcola,MO,Missouri,29057,Dade,37.5493,-93.8753,34,17.2,shape,FALSE,TRUE,America/Chicago,3,65603,1840013012
Gruver,Gruver,IA,Iowa,19063,Emmet,43.3931,-94.7036,34,135.7,shape,FALSE,TRUE,America/Chicago,3,51334,1840006851
Parshall,Parshall,CO,Colorado,08049,Grand,40.0554,-106.1757,34,60.1,shape,FALSE,FALSE,America/Denver,3,80468,1840024305
Westphalia,Westphalia,IN,Indiana,18083,Knox,38.8665,-87.2277,34,29.3,shape,FALSE,FALSE,America/Indiana/Vincennes,3,47596,1840024607
Moss Landing,Moss Landing,CA,California,06053,Monterey,36.8019,-121.7872,34,33.4,shape,FALSE,FALSE,America/Los_Angeles,3,95039,1840019018
Menlo,Menlo,KS,Kansas,20193,Thomas,39.3561,-100.7242,33,63.2,shape,FALSE,TRUE,America/Chicago,3,67753,1840008470
Natural Bridge,Natural Bridge,AL,Alabama,01133,Winston,34.0904,-87.6014,33,24,shape,FALSE,TRUE,America/Chicago,3,35565 35575 35577,1840016711
Elwin,Elwin,IL,Illinois,17115,Macon,39.7763,-88.9778,33,15.3,shape,FALSE,FALSE,America/Chicago,3,62532,1840051183
McKinney,McKinney,KY,Kentucky,21137,Lincoln,37.4531,-84.7577,33,30.2,shape,FALSE,FALSE,America/New_York,3,40448 40484 40437,1840030514
Neihart,Neihart,MT,Montana,30013,Cascade,46.9352,-110.736,33,6.4,shape,FALSE,TRUE,America/Denver,3,59465,1840022301
Deer Grove,Deer Grove,IL,Illinois,17195,Whiteside,41.6096,-89.6866,33,31,shape,FALSE,TRUE,America/Chicago,3,61243,1840011420
Belgreen,Belgreen,AL,Alabama,01059,Franklin,34.4767,-87.8653,33,10.4,shape,FALSE,FALSE,America/Chicago,3,35653,1840005612
Spade,Spade,TX,Texas,48279,Lamb,33.926,-102.1543,33,6.8,shape,FALSE,FALSE,America/Chicago,3,79369,1840019273
Kremlin,Kremlin,MT,Montana,30041,Hill,48.5707,-110.0862,33,28.9,shape,FALSE,FALSE,America/Denver,3,59532,1840017304
Dalton,Dalton,MO,Missouri,29041,Chariton,39.3976,-92.9921,33,12.2,shape,FALSE,TRUE,America/Chicago,3,65246,1840009560
Ellston,Ellston,IA,Iowa,19159,Ringgold,40.8401,-94.1084,33,16.5,shape,FALSE,TRUE,America/Chicago,3,50074,1840008309
Scofield,Scofield,UT,Utah,49007,Carbon,39.7198,-111.1623,33,13.8,shape,FALSE,TRUE,America/Denver,3,84526,1840022440
Wooldridge,Wooldridge,MO,Missouri,29053,Cooper,38.9065,-92.5214,33,98,shape,FALSE,TRUE,America/Chicago,3,65287,1840012767
Edmond,Edmond,KS,Kansas,20137,Norton,39.6272,-99.8199,33,63,shape,FALSE,TRUE,America/Chicago,3,67645,1840008420
Ak Chin,Ak Chin,AZ,Arizona,04019,Pima,32.2873,-112.0091,33,24.2,shape,FALSE,FALSE,America/Phoenix,3,85634,1840023059
Glennville,Glennville,CA,California,06029,Kern,35.7242,-118.7152,33,6.7,shape,FALSE,FALSE,America/Los_Angeles,3,93287 93226,1840046508
Regina,Regina,NM,New Mexico,35043,Sandoval,36.1947,-106.9453,33,1.8,shape,FALSE,FALSE,America/Denver,3,87046,1840019066
Ashland,Ashland,OK,Oklahoma,40121,Pittsburg,34.7668,-96.0706,33,74.8,shape,FALSE,TRUE,America/Chicago,3,74570,1840020459
Altoona,Altoona,FL,Florida,12069,Lake,28.9681,-81.6482,33,28.4,shape,FALSE,FALSE,America/New_York,3,32702,1840014045
Biddle,Biddle,MT,Montana,30075,Powder River,45.1051,-105.3116,33,2.8,shape,FALSE,FALSE,America/Denver,3,59314,1840023900
Pendleton,Pendleton,MO,Missouri,29219,Warren,38.8326,-91.2305,33,66.5,shape,FALSE,TRUE,America/Chicago,3,63383,1840012807
Ferry,Ferry,AK,Alaska,02068,Denali,64.0496,-148.9205,33,0,shape,FALSE,FALSE,America/Anchorage,3,99743,1840023692
Huron,Huron,KS,Kansas,20005,Atchison,39.6384,-95.3512,33,78.7,shape,FALSE,TRUE,America/Chicago,3,66041,1840007331
Campo Bonito,Campo Bonito,AZ,Arizona,04021,Pinal,32.5629,-110.6984,33,3.2,shape,FALSE,FALSE,America/Phoenix,3,85623,1840027939
Rustic Acres Colony,Rustic Acres Colony,SD,South Dakota,46079,Lake,43.8698,-97.099,33,12.7,shape,FALSE,FALSE,America/Chicago,3,57042,1840149504
Vernon,Vernon,OK,Oklahoma,40091,McIntosh,35.2157,-95.9258,33,2.2,point,FALSE,FALSE,America/Chicago,5,74839 74845,1840096538
Santa Rita,Santa Rita,MT,Montana,30035,Glacier,48.6984,-112.3188,33,3.7,shape,FALSE,FALSE,America/Denver,3,59427,1840023753
Dell,Dell,MT,Montana,30001,Beaverhead,44.7268,-112.6969,33,28.5,shape,FALSE,FALSE,America/Denver,3,59724,1840032718
Bonanza Hills,Bonanza Hills,TX,Texas,48479,Webb,27.7948,-99.4695,33,11.4,shape,FALSE,TRUE,America/Chicago,4,78045,1840040644
Alfordsville,Alfordsville,IN,Indiana,18027,Daviess,38.5604,-86.9481,33,152.2,shape,FALSE,TRUE,America/Indiana/Vincennes,3,47553,1840010736
Fisherville,Fisherville,PA,Pennsylvania,42013,Blair,40.4726,-78.1699,32,11.2,shape,FALSE,FALSE,America/New_York,3,16693,1840141659
Frytown,Frytown,IA,Iowa,19103,Johnson,41.572,-91.7321,32,15.3,shape,FALSE,FALSE,America/Chicago,3,52247,1840026255
Panola,Panola,IL,Illinois,17203,Woodford,40.7829,-89.0203,32,28.8,shape,FALSE,TRUE,America/Chicago,3,61738,1840011946
Mill Creek,Mill Creek,IL,Illinois,17181,Union,37.3411,-89.2535,32,61.1,shape,FALSE,TRUE,America/Chicago,3,62961,1840013009
Dodson,Dodson,TX,Texas,48087,Collingsworth,34.7654,-100.0204,32,20.3,shape,FALSE,TRUE,America/Chicago,3,79230,1840021823
Langdon,Langdon,KS,Kansas,20155,Reno,37.8532,-98.324,32,38.5,shape,FALSE,TRUE,America/Chicago,3,67583,1840008677
Ohiopyle,Ohiopyle,PA,Pennsylvania,42051,Fayette,39.8689,-79.4947,32,29.6,shape,FALSE,TRUE,America/New_York,3,15470 15464,1840000666
West Denton,West Denton,MD,Maryland,24011,Caroline,38.8896,-75.8389,32,473.5,shape,FALSE,FALSE,America/New_York,3,21629,1840024535
Mount Sterling,Mount Sterling,IA,Iowa,19177,Van Buren,40.6185,-91.9353,32,11.5,shape,FALSE,FALSE,America/Chicago,3,52573,1840008304
Pelkie,Pelkie,MI,Michigan,26013,Baraga,46.8124,-88.6373,32,9.3,shape,FALSE,FALSE,America/Detroit,3,49958,1840031733
Cougar,Cougar,WA,Washington,53015,Cowlitz,46.0493,-122.3034,32,21.3,shape,FALSE,FALSE,America/Los_Angeles,3,98616,1840037758
Hughes,Hughes,AK,Alaska,02290,Yukon-Koyukuk,66.0452,-154.2376,32,4.1,shape,FALSE,TRUE,America/Anchorage,3,99745,1840023450
Wilsonia,Wilsonia,CA,California,06107,Tulare,36.7347,-118.9558,32,7.3,shape,FALSE,FALSE,America/Los_Angeles,3,93633,1840024885
Alexander,Alexander,KS,Kansas,20165,Rush,38.4695,-99.553,32,79,shape,FALSE,TRUE,America/Chicago,3,67513,1840007483
Aurora,Aurora,KS,Kansas,20029,Cloud,39.452,-97.53,32,86.1,shape,FALSE,TRUE,America/Chicago,3,67417,1840007326
Kerrick,Kerrick,MN,Minnesota,27115,Pine,46.3386,-92.5843,32,12.4,shape,FALSE,TRUE,America/Chicago,3,55712 55756,1840007753
Seville,Seville,GA,Georgia,13315,Wilcox,31.9608,-83.6012,32,14.5,shape,FALSE,FALSE,America/New_York,3,31084 31072,1840025929
Burgess,Burgess,MO,Missouri,29011,Barton,37.5568,-94.6153,32,62.6,shape,FALSE,FALSE,America/Chicago,3,64769,1840009888
Graingers,Graingers,NC,North Carolina,37107,Lenoir,35.3164,-77.5066,32,7.5,shape,FALSE,FALSE,America/New_York,3,28501 28530,1840088340
